,userName,isEdited,date,title,rating,review,developerResponse
64,Beckah_956,False,2021-10-17 02:51:47,Save your money,1,"I’ve been a Ring customer for over 3 years. I have 5 devices and a bridge but the quality of service is not what it used to be. I deeply want to remain a customer since I’ve invested money in their products but lately all I’ve been getting are black screens when I try to review past recordings. I have high speed internet so I should not have any issues with my devices. Also, when I try to go LIVE due to a notification received, it will never connect and the person is gone by the time I’m able to see who is there. It would be faster just to answer the door instead than waste my time trying to use my cameras. My ring doorbell probably works the best but even that isn’t a 3 star. I have 2 outdoor wired spotlight cameras and 2 indoor stick up cameras and I’m not satisfied with any of them. The indoor cameras audio cuts off or sounds muffled when trying to talk to my family. The outdoor cameras, when they do work properly will capture every motion other than people. Even when it does capture motion it will stop recording even when there is someone there. What is the use of that?! Save your money people and look for something better because of right now Ring isn’t worth it.",
65,Ms. Whateva,False,2019-04-19 18:59:35,Highly disappointed.  I hate I spent my money on this doorbell,1,"I purchased this doorbell a while ago.  It’s probably been almost a year.  I have been trying to deal with the product because of where I live.  I understand that my internet connection my not be the greatest.  Well because of that I bought the extender.  Only to find that the doorbell doesn’t work any better with the extender.  Every since I’ve had the ring doorbell my videos come out clear whenever they want too.  The majority of the time I have a black screen.  I’ve only been able to see a live view maybe 3 times.  Let’s just say 5 to give the benefit of the doubt.  I’ve been paying the monthly fee despite all this hoping things would get better.  For the past 2 weeks my doorbell and chime extender have been offline and I have tried numerous times to reset them. I’ve reset my internet (which works fine with everything else I need in the home) and there’s still no change.  Finally I’m giving up and I wouldn’t recommend this product to anyone.  Maybe the Ring Pro would work better for me, but I’m not taking any chances.  It’s just not worth my time or my money.  I am highly disappointed.  I wish I had just returned it in the beginning like I started to.",
66,kayjay710,False,2018-11-25 20:41:13,Poor poor service,1,"Just bought my ring pro and other than getting it installed and the chime constantly repeating its in set up mode and go to the ring app its utterlyvuseless at this point! I’ve downloaded the app and cant even get past the set up stage of just trying to create an acct!!!! After entering my password and hitting done it just keeps saying no internet connection! I’ve done all its rec steps for IF it doesnt work. My internet signal is fine, I can go 75’ into my backyard and still get signal and I have the newest iphone!!  I’ve even tried another phone. After going around and around with customer service they say its the app itself ( contact apple ) or my internet ( which is working FINE for all other devices ).. Customer service basically said sorry its not the system its your app or internet. But doesnt this system work hand in hand with the app?? Wasn’t that the whole purpose?!?! Just an I’m sorry is not what I’d expect after reading  the inventors story on the packaging.. you can’t see anything else on the app without setting up an acct so how do you get help with the app?? I’ve just purchased the ring pro, 1floodlight and 2 smaller cams which are all getting ready to go back! Thank goodness I DIDNT buy for our other home too!!",
67,NYC Apartment,False,2018-10-04 03:33:11,I just want it to work,1,"I live in an apartment building in NYC and purchased this along with about 20 other neighbors.  It seemed like the solution to our security worries with the ability to screen visitors via video. We have have super high speed internet and the ring chime. And we all have the same problem.
Despite having fully lit hallways, the video is in black and white. Basically, it’s stuck in night mode. Only 5% of the videos are in color. One neighbor thought the night vision view was normal and was shocked to see color one day.
This creates multiple problems. The red LED lights come on every single time and the device clicks to indicate that it is recording. The video is basically garbage as we were promised high quality color. The battery drains quicker because of this.
This problem is well documented (google it) and common among ring users. We have all tried customer support and while they have been responsive, we still don’t have a solution despite multiple factory resets and replacement units.
This problem could BE EASILY SOLVED if they just added the ability to turn off night vision. I cannot understand why this simple solution cannot be implemented immediately. What use is this if the thing doesn’t even basically work.","{'id': 5361977, 'body': 'Hi NYC Apartment, \n\nThis should not be the case. At this point, I would like to connect with you directly so that I can investigate this for you further. Would you email me at Kaitlyn.rosenthal@ring.com?\n\nI would like to improve your overall Ring experience. \n\nKaitlyn R., Customer Satisfaction Specialist\nKaitlyn.rosenthal@ring.com', 'modified': '2018-10-04T18:19:27Z'}"
68,Lilesmom,True,2018-03-23 20:18:27,Update...,3,"Everything worked great and we were very pleased with our Ring Pro doorbell and even paid in advance for a year of the video saving option. In addition, we recommended this product to multiple friends, family & neighbors, who in turn also purchased one. However, after this update, the video does not work and after contacting customer support they told me I’d have to take off the cover and reset the doorbell and start from scratch as we initially did at installation. Since we can’t locate the special screwdriver enclosed with the installation box, this is not possible. Would have been helpful with all the guides included in the box if it was noted, “Don’t lose this tiny obscure screwdriver or you will not be able to reset your doorbell video camera each time we update the app.”
Update: After contacting Ring about a replacement screwdriver, they shipped one to me and it arrived today. I was able to recalibrate the doorbell and as of now, it seems to be working. All of our saved motion perimeters were lost and had to be reset, but hopefully this will not happen again. Customer service was fast and prompt.","{'id': 2880172, 'body': 'Hi Lilesmom, \n\nOh no, I am so sorry to hear about this inconvenient Ring experience. If you would be so kind as to email me directly at Kaitlyn.rosenthal@ring.com I would like to assist you further. It is imperative to me that we get your Ring device back up and running consistently to your expectations and I would like to make sure that this happens as soon as possible. \n\nI would appreciate your time as well as the chance to improve your Ring experience. \n\nKaitlyn R., Neighbor Satisfaction Specialist\nKaitlyn.rosenthal@ring.com', 'modified': '2018-03-23T20:18:27Z'}"
69,RLMSR,False,2018-03-20 15:21:06,Really disappointed,2,"My daughter purchased the ring doorbell for us for Christmas and were excited to install it. We were all very disgusted when we found out that we had to pay for a yearly subscription to use the doorbell after the first month. Nothing on the packaging said anything about this being the case. We did pay for this year but will not renew because we are finding it to be very unreliable. When there is a ring or motion, the first thing you see is a white light that lasts around 10 seconds. When the light goes away, usually there is nothing there. We live in a quiet neighborhood and a car goes by maybe once an hour. We live around 30 feet from the road and the only thing we can see are the garbage trucks stopping once a week. If someone is walking by the house, it doesn’t record that. If someone is walking or parking in our driveway, it doesn’t record that either. We have it set up for all the “zones” and it doesn’t record most of them. I was snow blowing our sidewalk right in front of the ring doorbell one day. I went to check if it was recorded and it wasn’t! Have had several people ask us how we like it and have told them how disappointed we were.",
70,elpedro174,False,2021-11-05 12:51:08,Decent app with some confusing hierarchy and missing features.,3,"First of all, this is a fairly rich app that’s updated regularly, which is great. The downside is that the the organization of all the features is pretty poor in that I often find myself having to spend a significant amount of time tapping through seemingly endless menus in various locations within the app trying to find a setting. It’s frustrating.

The other big problem is that despite there being many settings for my cameras that I’d probably never need or use, there are some pretty significant holes in those features as well. For example, there is surprisingly no ability to set a camera to run the siren automatically when motion or a person is detected, which seems like a baseline security feature to me. I have a camera set up in an area of my building that no one should be entering ever, but in order to set the siren when someone enters, I’d have to catch the motion notification and manually press the siren button, which pretty much defeats the purpose of a security camera with a siren built in, no?",
71,Wtfkrysta,False,2022-07-26 18:33:48,Nearly unusable.,1,"I’ve had Ring going on 4 years. The last few updates have seemed to make the app slower and slower. I have fast internet at home and 5G phone service and when I go to arm my cameras or check an alert, I only get a message saying that it’s “taking longer than expected.” Yep, anything longer than a couple of seconds is longer than expected! It should be ready basically as soon as I click on it! Even if the app stays open on my phone this is happening. It makes the service pointless all around if you can’t get to it when you need it. It struggles to get to a screen to arm and forget about checking an alert that something is happening in real time. You can’t view it or get the app to do anything to even get the saved video to load. What am I paying for??

Also, the app keeps trying to open neighborhood area notifications and goes to random posts. I even arrow back, and it opens it again; it takes 3-4 times of this back and forth nonsense to get back to the Home Screen. Very frustrating. Please redo this app! A year ago it was just fine. 

If the app is fixed, I’ll update this review. So if you’re reading this, consider it faulty still.",
72,FamilyGoToGuy,False,2021-07-06 06:47:03,18 months in I don’t like it much anymore,3,"The app is getting buggier and buggier as time goes on. As of late I’m told repeatedly that there was a problem deleting videos, to try again later. When I go back to the dashboard and tap history again I’m told there aren’t any videos. We’re they deleted anyway, even though I was told there was a problem, they would not be deleted? Are they still floating in the cloud somewhere? The cameras are activating way too late, or sometimes not at all. For instance it takes my mail carriers 10 seconds to reach my mailbox (by my front door) from the time they get into detecting range. Half the time I only get to see them when they’re already 10’ away again, after putting whatever into my mailbox. That means that someone could walk right up to my camera, having been in detection range for 10 seconds or more) and blind it with a piece of black tape, and I’ll never have a record of any of it, let alone of what happens afterwards. Starting to look like a big waste of money. And the Rapid Ring takes way too long to activate also.",
73,LikeNoLike,False,2021-06-22 18:47:46,Ring app has decayed to garbage,1,"Update: I’m away, someone rings my doorbell, I get a phone alert, open app and can see them and start talking to them. Device crashes. 10 minutes trying to reconnect and go live, nothing but “streaming error, try again”. It’s not my home wifi which is top notch 200+ Mbps at points much farther away than the Ring, which isn’t reporting connection issues until it’s time for it to do something.  

A ring doorbell came with the house I bought over a year ago. The app has gotten progressively worse during that time. At first I would get notifications, click them, app opens, camera view comes right up. Several updates and added features later, the app is nearly useless for live views. Tells me it’s activating device, but more than half the time now it never activates. App developers are always iterating and using agile methods to add new junk and it often results in weakening the basic core functionality that users want. I’d much prefer an app that simply lets me see my front door when the camera notices motion - period, than motion zones, human detection, snapshots, etc. It’s gotten so bad I’ve about overcome inertia and am ready to replace Ring with something else.",
74,Orlaam,False,2022-09-08 20:52:17,"Working fine, would like a few changes though",4,"I’m surprised to see so many complaints. My modes do what I need them to. They turn on and off and I have them programmed. I don’t find the overall app loading time to be that slow. Could it be faster? Yes, but it’s not terrible. If I click on a motion alert notification it takes me to a live view. I doubt you could retrieve a live view through WiFi any faster than it currently provides. If your WiFi or connection is slow, then it won’t be the apps fault. I do wish they’d keep Rapid Ring active and supported for just basic camera operation. Hopefully that’ll change. I kinda wish they had an indoor mode so outdoor and indoor cameras were on a separate system, but that a minor issue really. I also wish there was a way to delete videos in bulk. I had several this morning of random walkers/joggers that I could have just deleted with one click, but I have to individually delete them. Otherwise I’ve not had any real problems with the system.",
75,AndyTjan,False,2020-02-21 18:33:42,Durable cameras in the cold,5,"I purchased two Ring spot light cameras for my 2nd home in Idaho mountains. I purchased Ring products because of their ability to get down to -20F, the temps get there in Idaho once in awhile but consistently -10F. I have had them for two years and they work very well without issues. I also purchased the alarm system that works with my Schlage locks & sensors throughout the home. This is a 2nd home for us and we do short term rentals. Being 1000 miles away I have been able to lock the doors remotely because a tenant left it unlock or know when the windows has been opened and let the housekeeper know to check to make sure they are locked when they clean the home. 

It’s a peace of mind, I pay $99 annually to get the Professibnal monitoring that includes lifetime warranty on all my cameras, sensors and alarm system. They have a phenomenal technical support. I have a different system where I reside permanently and will be changing it to the Ring system.",
76,imtheshizzniyee,False,2019-09-26 11:53:54,Too many problems,1,"I get a lot of false motions which makes the battery die fast. Wedge didn’t change anything, made 0 difference. The live view never connects when I need it to. It takes about 3 or 4 minutes and multiple app restarts to connect if it decides to connect at all. I have 250mbps internet and the modem is not that far away from the door where the ring is. It’s honestly caused more of an annoyance than anything. Having a video door bell doesn’t do much good if I can’t connect to it when someone is at the door. 

I’ve been using Ring since July of this year (2018) and have had to recharge it 4 times already after it draining to critically low. I’ve adjusted every setting and have tried every combination and nothing makes a difference. I still get motion alerts every 5 minutes and the worse part is each motion notification comes twice. I don’t know how much longer I can deal with this.

Update: September 2019.. Over a year later and if anything the app is even worse. There’s no volume more times than not (assuming live view loads at all). Ring does a lot of updates for the app but I’ve seen zero improvement. What’s an update if it doesn’t do anything, now I have the same problems as before and then some.",
77,RJL0822,False,2021-04-10 22:02:06,Super glitchy app,1,"Ever since we got this, it has just been full of errors and problems... it’s just been a mess. I mean half of the time you can’t see crap what’s going on in the cameras and other times it’s just glitchy, blurry and frozen or it’s just so slow. And when I press my notification because somebody or something just went by I press it and it just goes either black or white. I mean holy cow it is bad and yes I have called the company & they have tried at times to help but honestly it’s just the product and service are just crap. We got this because we’ve had our vehicles broken into in our home almost broken into three times now &  both of the times that these things happened after we purchased the ring system cameras, it happens not to capture people moving all over the yard which there were four thugs, I mean are you serious? I get in the settings, it says it’s 100% charged,connected to our Wi-Fi and everything is good but yet when things happen it happens to not even see or a lot of times even see us. But yet when nothing is going on sometimes the cameras are at a perfect angle and we have clear visibility and then other times it’s just crap",
78,koalakaylyn 🐨,False,2019-11-15 01:50:44,There’s a mute button? I think not,3,"So I have my own ring doorbell because there have been many people coming over and I’m not tall enough to look through the peep hole, so I bought the ring doorbell so I can just check on my phone whenever I see someone at the door. May I also add that I have 2 dogs that bark every time when they hear someone knock/ring/or hear someone’s footsteps it’s just what my dogs do so every time I hear someone knock/ring on my door I look on ring but it takes FOREVER TO LOAD and when it does finish loading, I put myself on mute BUT, the mute button doesn’t even work! So I thought I pressed the wrong button so I clicked it again it still didn’t work so I tried all the buttons none of them muted me I can hear myself talking on the ring that’s how load I was... so they hear me talking or by dogs barking I keep telling them to be quit but they can’t understand me there just 1-3 year old puppies so I have to walk all the way to a quiet room in my house just so I can tell that person to LEAVE or tell them “I’ll be right there!” So I either just bought a  $200 broken ring Doorbell or it’s just the APP.",
79,SiLkY bRoWn,False,2017-11-05 00:45:18,Great idea but the service doesn’t always perform as expected,3,"I have many of the ring products and love it when it works. The app takes a long time to open and when it does it’s too late to see what triggered it in the first place. I have many false alerts some days and none on other days. I hope they fix these issues. It’s great that all devices are covered for a great price for an entire year subscription. It is also great that your devices will be replaced if stolen or damaged. The app also needs reconfiguring. It’s a hassle to look through all the devices to get to the one you wish to view. Having to hang up on the live view setting is also a drag. I have nest products and get in, out, and around the app very easily. Customer service is amazing. I have already began purchasing YI products as a back up as they are extremely inexpensive and offer free internal and paid cloud storage options. Ring has a new home security system that I’m interested in but will wait a while on deciding to purchase. They should first work out the problems on their current products and not rush into other services.",
80,Momof3disneyfans,False,2017-08-25 03:40:51,Great product/app/and customer service,5,"I have a couple Ring Doorbells that require the use of the app. The app is easy to use, has step by step instructions and videos for set up and various functions of the app. There is the option to ""live view"" or watch playback of motions and/doorbell rings. Within the app you can change the range the doorbell detects motion and also turn off certain ""zones"" if you feel you don't need to watch that particular area. You can also turn off notifications for both motion and doorbell rings and it will still record. 

As for the customer service at Ring, each rep I've spoken with has gone above and beyond to provide excellent customer service. I have two Ring doorbells and a Chime Pro and am currently looking into their other devices to add to my existing home security. 

If I could change one thing it would be to add the option make motion recording last longer when I haven't answered the alert on time. Maybe a minute vs the 20/30 seconds.",
81,Hgydudududud,False,2020-12-14 03:47:01,Delayed & rest,3,"I love the concept of the ring devices I have three cameras. However the delay with the notification and being able to see a person when I get notified definitely has a delay. The other delay that I find is when I click the live view it always seems to circle until I close it and then re-open it which kind of defeats the purpose of wanting a live you when you sense motion. The other thing that I have to find fault with is when I purchased a new router, you would think the app would allow you to change your Wi-Fi settings on all of your ring devices. However this is not the case at all! In order to change the Wi-Fi setting on the cameras you have to climb up and push the reset button on the top of the camera. I’m not sure about you but when I had it installed up near the top of my roof I never intended on having to climb back up there or have somebody climb back up there to reset it. This is a huge negative and should definitely be something that should be able to be done in the app for all of your cameras.",
82,Starzflite,False,2018-08-13 14:31:04,Stranger ID not possible,1,"I have struggled with Ring since March 2018 initial set up for the Spot Lite Cam Battery.  I have had several units replaced to no avail.   Getting someone to answer the phone is next to impossible.  Plan on spending along time until someone answers.  Courteous people but that doesn’t cure the performance woes. These units cannot process detected real time without intermittent blank spots in the video that ranges for 5 second gaps to 15 second gaps which results in the loss of facial recognition.  The units detect motion of cars moving perpendicular to the camera but rarely detect and / or record anyone walking directly at the cameras.  Alarms go off and yet no video!  Because of delays for video recordings, the intruders in and out are missed completely which seems to be related to alarms (when you get an alarm) with no video.  These units need a flash memory incorporated to ensure recording of the video, then after the 30 seconds upload to the Ring Cloud.   I question the cloud to efficiently upload existing videos as many recordings never reach the cloud.  Ring-fix these issues.  Essentially I’m unprotected after buy 3 of these units and spare batteries.  Also, there is no way to directly save any critical recording to my iPhone.  Outrageous","{'id': 4634582, 'body': 'Hi Starzflite, \n\nI am so sorry to hear about this poor Ring experience. I would, however, appreciate the chance to connect with you directly. I would like to investigate the issues that you are encountering with your Live View feature as well as your Motion Detector. It is imperative to me that we get your Ring device functioning as it should and I would like to step in and ensure that this happens for you today. Would you email me at Kaitlyn.rosenthal@ring.com?\n\nI would appreciate your time. \n\nKaitlyn R., Customer Satisfaction Specialist\nKaitlyn.rosenthal@ring.com', 'modified': '2018-08-13T16:45:23Z'}"
83,LSalkin,False,2019-08-23 16:50:47,Ring Saved Our House,5,"This past Sunday night, my husband and I were watching TV in our family room when we received a Ring alert on our phones.

My husband checked the alert and jumped up from the couch to look outside the window that overlooks our driveway.

Sparks shot from an outside light as smoke rose, obscuring the light and Ring camera. 

The sparks quickly turned into bursts of flames. 

“Call 911!” My husband yelled. 

I ran for my phone and called 911. 

A fire truck rolled into our driveway a short time later as my husband tried to douse the flames with water from a hose.

Within an hour, the fire marshal told us that the fire had been extinguished, contained to an area that abutted the laundry room. An inspection of the house, which included the attic, confirmed that the fire had been isolated to one area of the house.

We were extremely lucky the house didn’t burn down.

If we hadn’t received the Ring alert on our phones that detected motion from the smoke, the outcome would have been the opposite of our good fortune. 

We were able to call 911 within seconds of the alert on our phones. 

Timing is everything in life. We knew within seconds that a fire had started in the wires connected to the outside light.

Had we not acted as quickly as we did, our house would have been engulfed in flames. I’m certain of that.

But, thanks to Ring the fire was quickly contained. It didn’t have time to spread and consume our house.

Ring saved our house!",
84,Truth seeker1970,False,2020-08-06 18:01:48,It’s a scam!,1,"The technology is well engineered but after 30 days you pay for video storage. The service is not terribly expensive at $30/ year BUT if you don’t buy their service the camera is nearly useless.  There is apparently NO local memory on the camera to record even a microsecond of video events. Clearly there MUST be a video buffer that holds the data before it is transferred to Ring’s remote servers. Ring has intentionally prevented consumers from accessing locally recorded content. 😡
   Also, once my trial subscription ran out I suddenly started having connection problems with the device. I would receive notification of motion but then could not open the video camera - it says “temporarily unavailable”. Nothing has changed in the local network and there is NO reason I should suddenly start having this problem. Ring has clearly engineered the device to fail if you don’t give in to their extortion. 
  I know this may sound a little ridiculous over $30/ year but as an engineer I know the company has intentionally designed this device to extort money from consumers and it really makes me mad. Okay, rant over. I will now pay the extortion money and think about starting a competing company that has morals.",
85,ViewMyReview,False,2020-06-22 15:13:03,Could be much better,3,"While this app does what it is supposed to do, it needs major improvements.  Let me explain you... When watching video playback from other people’s post, there is no scrubbing; you cannot fast forward or replay portions of the video. You can only ‘jump’ to sections of the clip. 
Why is this important?  
Because when you watch a video and want to identify a person, their clothing, their actions, their car, etc. you need to be able to replay that specific few seconds of the clip, but you cannot. You have to replay the whole clip or keep jumping to that ‘area’ of the clip. This is not a smooth user experience.
Additionally, maybe it’s my iPhone X or iOS version, but when i get a notification and get redirected to the message board or Live video, It doesn’t load properly unless I exit out and re-navigate to that message board or video shot.  It’s like it is not fully loading and i always have to go back to the ‘start’ to reload the the section.
This app gets 3 starts because it’s got those performance issues and the lack of functionality in video playback.",
86,ScubaJAJ,False,2018-04-03 01:30:00,Waste of money.,1,"The ring camera that I have is a useless paperweight. During the trial period I observed that the camera seldom picked up cars in my driveway. In fact an accident happened in front of my house on our country road. My driveway is 35 feet wide so the tow truck pulled into my driveway while it loaded the crashed car onto his flatbed. This truck was in my driveway for over 30 minutes. The camera did not record any movement in my driveway. Several times UPS delivered packages to my home. The camera did not record the truck on most of the occasions. It never captured the UPS driver delivering packages to my home. On a few days days the camera recorded the truck leaving my driveway. Additionally, the camera never recorded my wife or I coming into our drive way. We would pull in, open the car doors, get out, grab groceries from the trunk, close the trunk before the camera began recording us walking beside the car towards the front door. The camera was positioned where we could see on live view both vehicles and our camper clearly. The distance was set to record approximately 20 feet behind our vehicles. The battery charge lasted just over 21 days. This was a wasted purchase that never worked up to my expectations or the hype.","{'id': 3020395, 'body': 'Hi ScubaJAJ, \n\nOh no, this is not the Ring experience that we intended for you to have. It is absolutely imperative to me that we turn your Ring experience around and I would like to ensure that we do this for you ASAP. I would appreciate the chance to step in and connect with you directly so that we can perform a thorough investigation of the health of your device. Would you be so kind as to email me directly at Kaitlyn.rosenthal@ring.com? \n\nI would appreciate your time. \n\nKaitlyn R., Neighbor Satisfaction Specialist\nKaitlyn.rosenthal@ring.com', 'modified': '2018-04-03T22:35:08Z'}"
87,sabylynne,False,2021-03-17 15:12:34,Ring app,1,"This has become a sheer nitemare.  I cannot get my ring set back up and I spent 21/2hrs several months ago on the fone with customer service and got NO WHERE. Here I am again trying to get this set up and spoke with a woman for 40 min then she transferred me to a man that was rude and just put out!!!   I would bait have purchased this brand if I knew it was going to be impossible to get going again meanwhile I’m a female sitting on 4 acres out in nowhere land and have zero security.  There are to many people that would be grateful to have a job  unlike the rep I just dealt with!!!  Unprofessional and would not stay on the fone with me after we had to try 13 times to reset my password.  He was a smart Alec  jerk who doesn’t appreciTe his position nor interested in helping the customer.   I’m extremely upset and I’m going to file with BBB and every site that wants ratings on ur product.  You got your sale but cannot help/follow thru with this crap service!!!  This is my safety!!!
Shame on Ring!!!  I have gone thru reviews and a lot of unhappy people.  Get it together or quit selling this product!!! 
I feel and am UNSAFE WITH THIS RING PRODUCT.  It does me no good if it doesn’t work!!!   This makes me sick!!!",
88,TMZeman,False,2019-08-22 16:02:31,Super Slow App; Motion Doesn’t Register,1,"I’ve had the application for about 7 months and it’s been the most frustrating seven months. My application is consistently not loading live camera views and will stay stuck in the “loading” screen. I try to exit out of the application and do it over and it still does it. My SO has the same application since we live together and he has never had a problem with his until recently and it started doing the same thing. 

It also is terrible with registering motion literally right in front of our door. People will deliver packages to us, park directly in view of the camera, come to the door and it won’t register that someone came until they’re back at their car. Numerous times I’ve been told there’s movement and when I try to pull up the view, it gets stuck. Luckily no one has done anything suspicious or else I wouldn’t be able to do anything since the application fails to load within a reasonable time frame. 

I’m supposed to feel like I can trust The Ring to do its job but I’m starting to think it may not be the best product anymore and will soon switch to something that is way more reliable unless they can fix the bugs cause it’s getting ridiculous.",
89,DSMART2003,False,2022-04-02 19:21:11,More options for other users,3,"I just wish the ring app and service had more options available to shared users (but would be given and offered by the host/owner account holder), like settings up mode setting for a shared user (not guest user), and shared users can even update WIFI network if given access/permission to do so by the account holder with host/owner/admin rights, and some others.

Now I can see a guest user(s) having limited access to the ring devices like for someone going be housekeeping or house sitting, ETC…, but shared users so be allow the same access as the owner account has but of course would be allowed or given such permission by the account holder owner or admin rights, the only thing that the shared users can’t do is add or removed devices to the system, so shared users can be given to family members in the household or if landlord for renters is offering ring devices like the ring alarm system to their rented out properties, to be used….

Just seems ring is limited for it’s shared user to me, and wished this would be fixed, in my opinion…",
90,Vizardknight,False,2020-04-24 11:24:37,They work really well,3,"I deducted one star because there is a considerable delay before the re cording starts and if there is continuous motion, it stops recording for a short period, then starts up again.  I have missed a few events due to this delay.  Would be nice to be able to select delay (obviously less delay would use way more battery power).
Second star deducted was for the lack of ability to adjust the motion zones.  Only being able to do a low arch across the bottom of the video is pretty lame.
The video quality is a perfect blend just enough you can zoom in a bit to see a face and low enough to keep the monthly/yearly cost low.
They are pretty reliable.  There have been a couple occasions I could not connect or took a longish time to connect.
The solar panel+Spotlight cam is a perfect combo!  I have two and being completely wireless, these are fantastic, a little pricey but well worth it...If in full facing sun, only need one rechargeable battery, if solar panel is facing north/west in back of house, it’s marginal (due to mostly in shade 1/2 day).  We also have the Ring doorbell which works very well.",
91,St&Cy,False,2020-01-26 20:14:30,Love the view feature...,4,"I love having the ability to see what is going on outside my front door without having to open the door first, thus it provides more safety for me. However, I am still trying to perfect the settings to get the alerts that are truly a concern. I have a suggestion for the motion sensitivity setting to the Ring doorbell. I wish I could adjust the depth of motion sensitivity to EACH zone. As of now, each zone offers only the turn on or turn off feature. Prior to that step it does allow you to backoff the sensitivity to the WHOLE view, but that does not fit well for my needs. Please consider this as a possible feature in your app. BTY I think the black screens (or some that is) could be occurring bc of a delay in WiFi loading the video slowly. I had a black video, could not figure out why. Left it on the app for days, today went back and it finally loaded what was captured. So this told me that the issue maybe with a slow response by my WiFi connection. My guess, I’m not very tech savvy. Hope this helps.",
92,LuvApL,False,2019-06-06 19:24:35,"Easy to use, but would like more features",3,"**Long/extensive review**
Love this product! It’s so nice to be able to see who is at your front door before you open it!! The subscription service is a nice option for people who need the ability to watch recordings of who has been at the door. Motion detection could be easier to set up. Not all homes will need the wedge to help keep motion alerts within the alert area. The wedge is really most helpful for areas with status. Where there are no stairs & your door faces the street, the motion feature will send you notifications whenever cars go by. After trying to fix this issue & having no luck, I finally decided to turn off my motion notifications for good. The unit comes with one battery, but I would recommend getting a second for easier use. Here are the features I would like to see added in the future- The ability to silence notifications from specific zones, an in app panic/emergency button & the ability set up a series of recorded messages/other features that would provide users with more ways to respond to doorbell.",
93,MQ107,False,2019-03-23 12:25:15,Horrible!,1,"I feel like I wasted my money buying the ring video doorbell 2 because it only works when it feels like it and not when it’s really important to work. I purchased the ring video doorbell 2 because we have no peek hole on our front door to be able to see who’s at the door. Once someone rings the doorbell and I go to open the app to see who’s at the front door it stays on ACTIVATING DEVICE and by the time the camera decides to activate so I can see who’s at the door the person is gone! This happens A LOT! It also happens if I want to look at a live view. I could be leaving my home and one second I’m on the video then I disappear. The sound quality is horrible and has a lot of static. And, The video isn’t working like it’s supposed to work. I’m at the point where I feel like giving up on the ring video doorbell and just ask visitors to call me when they’re at the door. It’s ridiculous how something so expensive turns out to be a waste of my hard earned money! I tried getting help with ring which worked for a few days then it went back to working the way it was before and it still continues to not work properly. I wish I never bought the ring video doorbell 2 and I do not recommend it to anyone.",
94,KRKapple,False,2021-12-31 21:20:39,Neighbors is HORRIBLE!,1,"UPDATE: There have been more ""I think I heard gunshots"" posts so today I tried to help by posting about a free police scanner app. Did the Ring/Neighbors staff leave it up? NO I got an email that it wasn't related to a specific incident 🙄 It's related to MULTIPLE incidents of people not knowing if it's gunshots or just fireworks/ a car backfiring. But rather than let my post be there to potentially help people find a source to hear local police scanners Ring pulls it down. Oh but what did they post today? Advice on decorating safely almost a week AFTER Christmas! I'm done trying to contribute to this when they aren't making it helpful to anyone. 

------------------------------

When I tried to post about an accident nearby it was pulled down but they let people post all the time for ""I think I heard gunshots"" with no details at all 🙄 Did you see anything? Call the police? Could it have been someone setting off fireworks or car trouble? (We confirmed one recently was) And the timing of posts is horrendous. I get notification today of 2 new posts. Yeah one is from the end of last month! Nearly 2 weeks ago! Someone needs to monitor this a LOT better.",
95,trumpssweetclit,False,2020-11-06 19:54:53,Equipment works pretty good.  App not so much.,3,"So I have had this system for about a year and a half.  The equipment performs well, even the outdoor solar cameras work well except in sub zero weather which makes me have to recharge batteries manually every other week until spring/summer.  Camera quality is good until you zoom in which is to be expected.  Doorway sensor batteries are still 100% supposedly according to my app.  All in all I like this system and recommend it.  

My only real complaint is that lately for the last 7-8 months.  The app freezes after being in it for about a minute or so, doesn’t matter what I’m doing in the app(changing settings, viewing videos, live feed, neighbors alerts etc.) it just freezes and I have to restart the app every time.  I have had this issue on both my IPhone X and my newer IPhone 11 consistently.  My WiFi is good and reaches every camera, motion sensor, door sensor etc.  Ring do you have a fix for this?  I can’t be the only one having this issue..  giving 3/5 stars..  5 once this is fixed.",
96,Hawaiian hilo gurl,False,2018-09-10 01:19:01,Ring Flood Light Camera,5,"We are completely happy and satisfied with our ring purchase. We have had our system up for about a year now and have not had any problems. Absolutely love the night vision update from black and white to color! Our friend down the road purchased the Nest system a few months before us and unfortunately they experienced problems with their system and now it doesn’t work, so we are very happy we chose this product. 
We are so happy that we will be purchasing the new Ring alarm system to protect our entire house. Being able to access our camera and our system from anywhere even out of state when we are on vacation has been one of the best parts of this system. Simple things like being able to turn on your lights outside for security or like we do for our fur babies and being able to talk to them from the two-way-talk/voice has made us feel more at ease on those unexpected nights we arrive home late.",
97,Squirrel Diner,False,2021-12-13 13:34:53,Ring is the answer,5,When the question is “what security solution is best for me?” RING is the answer. I know because I’ve tried a bunch that have fallen short and some have great advertising only to fail when put on the front line of your security needs. Having been in the Home Security business as an expert in “last century “ hard wired systems I am incredibly amazed how RING delivers exactly what Security Solutions you can count on and add the ease of installation by regular folks! Try it yourself and you too will have found like me  the one you can count on. Ring has a full range of easy to setup security products including complete video systems to keep tabs on your home or business even if thousands of miles away. You need look no further. Ring is committed to excellence including customer support such a rare commodity today. I am over the top happy with this modern  21st Century easy to use security system. Thanks Jamie,
