,title,isEdited,date,rating,review,userName,developerResponse
1042,App has many problems,False,2020-01-24 21:19:46,5,"The two-star rating Is for the app itself, not the service. 

On iOS, the app has no options to leave a note for the restaurant, like making modifications or asking for sauces and silverware, etc. There is a box to leave these notes, but it always says that the restaurant is unable to fulfill special requests, even when the restaurant is not aware that this option has been disabled. 

Some unnecessary ordering options are “required,” as well, leading to a very chunky Ordering experience and opening up room for potential misfires. 

And I’m not sure the delivery instructions show up for the driver. We always ask them to not knock on the door but it never seems to keep the drivers from doing it. 

There are so many more problems that I’m going to skip to the end here. 

I’ve had problems with individual restaurants and drivers but my main frustrations are with the app itself. Unfortunately, this is the only app that has any options or drivers in my small 100k person town, so Grubhub and Uber Eats (both of which work much more smoothly with far fewer bugs) aren’t an option. 

I hope the app gets a major overhaul to fix the many bugs. I enjoy the service overall, outside of a few nasty encounters with their support team, and would like to see it improved for iOS.",ahshtbhwbs bhde,
1043,Terrible App,False,2019-03-12 13:53:50,1,"Zero stars. I’m traveling for business and decided to try Doordash for convenience. I downloaded the app and placed an order. After 50 minutes, the driver called to tell me he had just arrived at the restaurant and the kitchen was closed. Apparently, the order goes through Doordash and if they don’t call it in you end up waiting extra time - in his case until not only was that restaurant closed, but everything else in the area as well. Then the driver had no idea how to refund my card, so I sat on hold for another 30 minutes with the corporate office whose big apology was offering a credit or refund for food I never got. After complaining, I was given both. Don’t fall for a flashy app. They have no idea what they are doing.

I have given this app 2 more tries. My second attempt ended in another $20 credit because the order took 90 minutes after being quoted 20-30. The last attempt was the same issue - only this time it was cold chicken that had been waiting for 40 minutes at the restaurant to be picked up. 
I give up and recommend no one bother with this incredibly flawed service.",Scottbrown6,
1044,Working for doordash,False,2018-10-06 10:17:34,1,"Simple. You get paid hourly at a job where minimum wage is $11 an hour. If you’re lucky you’ll make roughly $7-8 bucks with door dash. Most of the time you have to wait in long lines in restaurants or wait for restaurants to even have the order ready, (let’s be honest the food is never ready; resulting in a 15-30 minute wait). By then the customer is ticked off, you’ve gone beyond the hour and you’ve used your time for one order. Not to mention each order is usually a drive way beyond the imaginable distance for the delivery. As a result I end up spending more on gas then I do earning. Profiting a mere $20 bucks at most. By the end of the delivery the customer usually isn’t happy for having to wait so long and even if you do happen to make it on time with no mistakes or anything you don’t get tipped doordash customers apparently don’t believe in tipping. In about 100 deliveries I’ve made I remember the 1 person that tipped me...and I have a 5 star rating as a delivery driver. McDonald’s doesn’t sound like such a bad gig after all. I don’t kill my car or lose gas money driving to one spot everyday.",Manlopech,
1045,"It’s a cool delivery service, but there should be the ability to rate drivers anytime",False,2022-08-19 16:48:58,3,"Occasionally, there’s a mix up or forgotten item. Almost always it’s the restaurants fault, I can rate them anytime. The restaurants don’t take any responsibility for the mix up they caused due to poor labeling or just handing the dasher an incomplete/incorrect order. A negative review for them and getting a refund from doordash for the items is about all I can do.

However, most of the time it happens, the driver is awesome and goes back and gets the issue fixed. Whether it was at the wrong house or just the wrong item/order, whatever. I wish in those instances, I could go back and raise my tip at least. They definitely deserve that much.

Also when they can’t even manage to have their phone on to receive a call or text or are rude because of a mistake they made, I wish I could get my tip back. Their job is done incorrectly and they don’t even care.",Lumaeria,
1046,Communication,False,2022-06-13 04:46:12,3,"I’ve been using DD for around a year now, even had dash-pass. I don’t know what it is with ordering to some stores around that simply don’t mess with their settings or have not contacted doordash, but ordering later than 9 PM seems to only end badly. Restaurants around my Georgia area will either be “cash only” and simply cancel my order, but still take the money out of my account and make me wait three days for a return, despite being able to simply turn off Doordash? I’ve worked in a restaurant before so I know how receiving works through DD. I feel like they could better-monitor their systems and focus on restaurants that show heavy cancel percentage on doordash and reach out to them for support so customers don’t have bad reviews.

I simply don’t understand why the ability to cancel orders is left so freely, or why payment is taken as the order is submitted rather than after the restaurant has declared it out for delivery.",VNM Viper,
1047,Ridiculous expenses and lackluster deliveries,False,2022-04-10 15:25:55,3,"I have been using DoorDash for the good part of two years, and I felt it was a lot better two years ago compared to now. DD seemed great at the start, but then it just became worse. 

The fees are getting out of hand (not anything to do with tip) and the prices compared to just picking it up myself are ridiculous. I get that this is a service for convenience, but it’s just too much. I would rather pay for my own gas, and gas prices are already very high on their own. 

If that isn’t the worst part, it feels like I do a coin flip if I get my food or not. I’ve cycled through four drivers before and had to cancel after an hour of waiting. Thankfully support made up for it by giving credit back, but that just meant I had to order through DD again later. There’s been multiple instances of food disappearing or taking over an hour (from 35-45 minute estimations if I order early before dinner/lunch rushes) from a place just ten minutes up the road. Even just last week a whole bag of food was missing and I only received half the order. 

For every mistake, scale of over an hour, or vanishing act from a Dasher- it’s just too many let downs. 

Tldr; It’s a good app to help those who do not have a vehicle or to save you time, but it’s not worth the price or the frustration if you have to cancel because you don’t receive your order.",ajones011,
1048,Door dash,False,2021-02-10 18:21:29,2,"I’ve had some bad experiences with door dash. The time it takes is so long, not to mention I’ve gotten cold food or missing my condiments. I know not everyone is perfect and I still give them a tip along with stars, but I’ve had two incidents that made me delete the app for good. I was working at my second job and I placed an order but I forgot I was at a new address, instead of asking me if it was correct it would not allow me to change or cancel my order. It took several days to return my refund as well. I am currently a CNA for an at home company and I don’t get regular breaks where I can leave and go get food. I placed a simple order to a restaurant down the street. About 30-45 minutes after placing the order I was called and emailed that my food was unavailable to pick up and instead of just placing my order there and still bringing my food, they called me and cancelled it. And idk how long my refund will take to return. Just seems expensive and a waste of time to me at this point.",samantha lee 98,
1049,Delivery Errors+Uncomplete Orders,False,2020-11-16 01:41:18,3,"I’m rating 3 stars because they handled my situation professionally as possible. I always loved using doordash, i’ve even been a doordash driver for awhile. I understand the patience and understanding when waiting on your food. But lately doordash has been slipping up, i’m not sure why. door dash has always been my go-to especially during this pandemic. But 4+ times i’ve had my order either missing,wrong, or saying delievered when it hasn’t been. They handled it by giving me credits and helping me regain their trust. They even once told me to speak with customer service because this happened too many times and thought i was doing something wrong. My advice is to have more serious drivers , i’ve had my share of seeing some absolute amazing drivers and just ones that do the bare minimum. I will continue using doordash, because it’s the only delivering app i support , i hope to see more from doordash in the future.",Just A Fan☺️,
1050,Worst customer support experience ever (to the point of being incredulous),False,2020-11-12 03:42:20,1,"I had indicated a pick up time for an hour (7.45pm) after I placed the order on the app. The app confirmed this but there was a bug and the restaurant ended up receiving an ASAP order. I flagged this to the customer service rep immediately who confirmed that the pick up time would be at 7.45pm. 5min later the restaurant tells me that the order is to be picked up so the rep actually did not do anything to resolve the issue. I chat with door dash customer service again and this time the most ridiculous thing happens where the customer rep (Julian M) calls me thinking I’m the restaurant (does not confirm who I am on the call) and complains about the customer (at this point I’m just listening and not sure whether to laugh or cry at how ridiculous this is). I let him know who I am and Julian issues a cancellation (not credit or apology). Says he will escalate this ticket to his supervisor who will call me right after. I’m still waiting for the supervisor to call.. do not recommend this app, 0 stars if I could",JanTT123,
1051,DoorDash has completely sucked so far!,False,2020-05-20 20:18:01,1,"I’ve had the doordash app for a couple months now...the first few orders I made went through flawlessly without any problem. Then all of a sudden I can’t login to the app anymore...it tells me there was an error authenticating my credentials...so I reset my password...which works one time...so I make an order...and it works after resetting my password...the next time I go to order I go through the same exact problem logging in...and for the past 3 weeks, every time I try to use DoorDash I haven’t been able to login at all...so I just use Grubhub instead, even though grubhub doesn’t have the restaurant I’d rather order from...

I’ve tried finding a number to call about this issue but the automated message says I have to either email them or use the chat feature on the app...but I can’t even login to the app to use the chat feature...and everyone hates trying to solve a problem via email...especially when all I want is some food delivered...if I could give grubhub 0 stars I would! 
I’ve never been more frustrated trying to use an app on my phone!",djw8908,
1052,Cancelled order,False,2020-03-27 23:31:27,1,"I placed an order to a restaurant and immediately DoorDash cancelled the order and said they refunded my money. I call the restaurant and they said the payment went through and that they had the food ready and that they were waiting on a driver. 20 minutes later I call back and the food is still waiting and there’s no driver. I have to go to the DoorDash chat and wait for 10 minutes to speak to someone since they don’t allow customers to call. The chat robot or whoever is behind it said my food was delivered three days ago smh. I tell them that’s a different order that’s not even from the same place and they said the restaurant was unavailable and my refund was going to be processed for five to seven business days... I spent $30 on a $12 meal and have to wait a week to get my money back?? The owner of the restaurant had to call 20 minutes later (after the food had been sitting there since 6:20pm and see what the problem was, remake me my order, and now I gotta drive out there myself an hour and a half later. $42 bucks on a $12 meal.",justfine185,
1053,DoorDash,False,2019-12-09 23:54:25,5,"I love the selection and usually there are good delivery specials or the dash pass makes it really cheap for delivery service, unfortunately, the people delivering do not ever check for items. I have half of my order missing almost every time I order. I’ve had to throw away entire orders before, because I couldn’t go get it myself and something was missing that made me not want the food at all. I’ve had an entire pizza missing before. They refund you the item and you’re still charged the fees and the tip, which they make you pre-pay. I should be able to choose how much I tip, especially if they forgot half my order. I shouldn’t have to pay for the delivery service fees if they didn’t even deliver what I ordered. I definitely shouldn’t be have to pre-tip them and they should have to go back and get what they didn’t even check for in the beginning.",shalonieD,
1054,Never received food as well as poor customer support,False,2019-12-14 00:32:34,1,"I ordered food from Tokyo Joe’s, the best place to get from. Waited two hours for nothing. I message the driver, no response message the help desk got a call. After trying to understand the lady in what seemed like a kid rampant house. She said he had left it at a gate. ( I live in a military installation there’s 20 gates 1+ miles away, and she never said what one!) and being on hold for 20 minutes #your wait time is less that 3 minutes...... I requested a supervisor. He apologized for this problem and the lack of information that his team could get me. He then moved me to a “support line” that picked up the phone (screaming kids) replaces me on hold picks up again (more screaming) then hangs up. This was the last time I’ll ever order form this mediocre company. I did receive a refund from their text support, he seamed to actually be supporting for the customer. I called the post marshal office to see if the gates had received anything and he checked for me..... nothing was dropped off. I’m pretty sure the driver stole my food and he/she will continue to do this to the next customer.",($gastro$),
1055,Easy and good selection,False,2019-10-12 00:08:11,5,"Plenty of choices of restaurants and types of foods to choose from. Deliveries, for the most part, are delivered on time or sooner than estimated time given. More updates to the app for customization would be nice. As long as you don’t want any substitutions or items removed from your entrees you’ll be fine. But about 90% of my orders have had the items requested removed, were not. Pretty sure the restaurant doesn’t even look at the special directions section of the order. And that’s not DoorDashes fault, it’s the restaurant. So a lot of times I’d like to give the restaurant a 2 or 3 star and DD a 5 star, so I’ll give the credit to DD but the restaurants don’t seem to care about the food being correct. And the drivers just make sure the # of items you ordered are inside the bad when they pick it up, they don’t go through each item for accuracy.",sschmidt111,
1056,Terrible service.,False,2019-11-13 00:49:51,1,Deleting the app. Never using this service again. The drivers they use are terrible. They’re so rude and disrespectful. I’ve tried to make a complaint before about an order taking over and hour to arrive when the est time was 20-30 minutes. Instead of apologizing or trying to give me any kind of reassurance they just gave me a $5 credit.  Another time the driver spent 45 minutes trying to find my location and when I gave her directions over the phone she still couldn’t figure how to get here. There’s also a HUGE illuminated sign at the entrance to where I work. This last time I ordered I noticed the girl had picked up the food. I thought “oh great!” 10 minutes later she was still sitting in the wawa parking lot. When I called her exact words were “oh well the app tells me I have until 7:52 to drop it off”. At 7:52 it would have been 1 hour exactly since I ordered the food. My order got delivered at the end of my break and I did not get to eat that night. So yea I’m done with this app. The drivers are completely unprofessional and lack any type of compassion or common sense.,RobertMusumeci,
1057,Cheaper but less reliable than Uber eats,False,2019-11-12 14:34:39,2,"Yesterday there was a lot of snow here in Toronto. The first real snow of the season. I opened door dash around 11:30pm to order food and made an order from a Chinese restaurant. It said my food would be ready in an hour. Two hours later there was still nothing. The order tracking screen told me to contact customer support, who did not answer. Finally I cancelled the order, door dash did give me a refund but now it’s 2am and I’m still hungry. I order from Popeyes instead, also on door dash and I get the same problem. I wait an hour for my food, this restaurant normally takes 20 minutes, and still nothing. I call Popeyes and they tell me there aren’t enough couriers. I finally get my food an hour and a half after I order it. It was cold, incorrect, and had missing items. 

Out of curiosity I tried to make an order on Uber eats to see how they were dealing with the snow. They wouldn’t let me make an order because there weren’t enough delivery-people. At least they didn’t lead me on and make me wait like door dash.",The_Shraf,
1058,I never write reviews,False,2019-07-16 08:34:40,1,"I am HIGHLY disappointed with my DoorDash experience and will think twice before using them again over Uber. 
I placed an order for food from Chili’s. The order was confirmed and I received the notification. It tells me my food will be ready and delivered in one hour. When it says my food is ready and the dasher has reached the restaurant, I get a call saying that my order was not made because the restaurant had ran out of ingredients. 
The restaurant says they reached out to DoorDash, and informed them right away. 
DoorDash says they never received such message. So by the time all of this got straightened out it is 10pm and all other restaurants are closed and I cannot eat anything other than going to McDonald’s. Highly disappointed in the lack of customer service and the fact that I wasted my night waiting for dinner to only be informed minutes before “delivery” that the order was never made. I will think again before using this service. I don’t want this to happen again and to end up with no food all because there was lack of communication and as the customer I get blamed for it.",aloha_sunshine,
1059,Worst Service I Have Received,False,2019-07-02 08:45:13,1,"I placed an order to WhatABurger and they quoted me 45 to 55 minutes. A hour passed before they driver even got there and then at the 2nd hour I was still waiting. Then all of a sudden my order gets cancelled. Why? Because it was over two hours and yet the driver was there and nothing could be done about it. I called the driver, she said she was trying to get it fixed. Simply put, I never heard from her after that. I called the company, they were not helpful at all, they just wanted to give me $10 towards my next order. The company should offer more for what the dissatisfaction that they put their customers through. Not to mention, I asked the rep if there was anything else they can do and she said they would have their supervisor reach out and I got the email shortly after and it said, unfortunately we cannot compensate you for the situation. Apparently, now they won’t even give me the $10. What a screwed up company. Never using them again or recommending them to anyone unless they do right by the situation. Also, this was my first time ever using Door Dash. What a shame!",paqverz,
1060,Drivers do not read delivery instructions,False,2019-01-12 04:24:16,5,"This review is for San Francisco and San Jose. I have found, after dozens of orders in both cities, that only about one in 10 delivery drivers (“Dashers”) actually read the instructions on how to find my apartment. My current (SF) apartment is on the ground floor on the opposite side of the building from the lobby. Nine of 10 dashers go to the lobby anyway. In San Jose, my apartment was also not near the building lobby- there was a call box near a parking garage. I had a note to look for the parking garage. The dashers that read the note could easily find it - same deal with my current place - it’s super easy if you read the note. Makes me wonder how prominently the note appears for Dashers when they get the order.... Of course there will always be those that don’t understand English well enough but it would be nice if it was only 2 or 3 out of 10 instead of NINE out of 10.",DiaCora_di_fi,
1061,Was great until it stopped working,False,2019-06-08 01:42:59,1,"I loved door dash when I first started and have raved about it to other people. Tonight I used it again to place a dinner order and after the meal was prepared by the restaurant the app could not give me an ETA and instead told me to contact customer support. I tried to call and there was an up to 30 minute wait on the phone. So then I tried to text the driver with no response. The drives named change three separate times and again never prompted an ETA or showed up on the map. I then called the restaurant to find out that it was never picked up so I went to the restaurant myself and picked it up, which also required paying for it - again. After getting my food (2 hours later) I am still trying to contact customer support to cancel the order since I essentially did not use this service and the app keeps crashing, customer support chat was ended due to unknown error and know the customer support phone number won’t even ring 3 times without going through which makes me feel like I’m being hanged up on. I’m out 80$ and will not be using this app again.",Emgaff,
1062,Horrible,False,2019-05-12 03:27:52,1,"First time user and will never use again. Let me explain...I ordered my food at 6pm the app said 30-40 minutes...cool no problem...I check the app at 715 to see where the order is...says the drivers at the restaurant that it’ll be 17-20 minutes...ok cool...driver calls me at 745 to ask how I want my order (kids meal ,sauce, sides ect) which was weird to me because I put notes in when I ordered through the app...but whatever just bring me my food already...815 rolls around and the app said 0-2 miles away...cool the drivers almost here...nope wrong...all of a sudden the app says 17-20 minutes away...wth at this point I’m aggravated and hungry...the restaurant is 2 minutes away really! So I text the driver who calls me back and says that the price on the app doesn’t reflect the restaurant price so they had to make some adjustments...whatever not my problem...finally 910 the driver knocks at the door with the food...spilt over in the bags no apologies...also you tip before hand if I knew the service was going to be crappy and take 3 hours I wouldn’t have tipped at all I could of picked it up myself!!! Thanks for nothing DoorDash!",CW2431,
1063,Not a good first impression,False,2019-04-30 22:15:34,1,"First time using DoorDash and it was a horrible experience. I placed my order online and at first it took me a while because when I went to order something it wouldn’t give me options to pick a side even though the restaurant had a menu where it gave you a choice to pick sides. Once I placed the order, it charged me a total of $29 with a $5 tip...then I get a phone call about 15 minutes after ordering, and I don’t pick up because I thought it was a scam. They called again and decided to give the phone number a call back. It was Door dash saying that they canceled my order because there was a language barrier and could not place the order. That didn’t upset me much (although I don’t know why they would have this restaurant on here if they can’t even order the food) what really upset me is now I can’t get my money back within 5 to 7 business days. Horrible customer service. I dont know exactly how DoorDash works and maybe I might be skipping something that I don’t know but as a first impression, it was a horrible one. I think this will be my first and last to use this app",estefis86,
1064,Awful,False,2019-01-25 06:09:07,1,"Was stranded at home sick and without a car and so I downloaded this app because they were offering $1 delivery fee for new members. So my first order. No problem until my driver only delivered part of my order. He was super nice, went back to pick up the rest of it for me but the place I ordered from didn't get that other half of my order, even though my receipt on doordash clearly says everything I ordered. So they ended up crediting me back for that item. So late dinner comes around and I go against my better judgment to use my credit and do another order. My estimated time was only 45-52 min from the time I completed my order, 30min go by and it still says the same thing. Me thinking it was just the app not updating correctly. Unfortunately, I didn't get my food until almost 2hrs after I ordered. When I was updated the driver had picked up my order and was on the way I assumed it would be super fast after that and it took 25 min(when it only is a 5 min drive from my apartment). Food was thrown in the box and cold. Highly dissatisfied AGAIN. Never using this service again and deleting app.",c_rachath,
1065,My GRAND one time experience!,False,2018-12-15 01:47:32,5,"I had been recommended Doordash by one of my friends who orders food while she’s at work. Me and my boyfriend were hungry and in the mood for Japanese food but it was kinda late and couldn’t go out since we’re still teenagers. I learned that we could get something using Doordash which I was fine with because it’s like GrubHub which I use all the time. 

My “Door dasher” gave me the same thing my boyfriend ordered which kinda upset me considering I have very picky tastes. So we try to call the customer service and then are put on hold and then finally get connected to someone who we hear for maybe 10 seconds and then the line goes dead. We try calling again and finally get ahold of someone who helps us. BUT all they did in return was give us credits for it and if I didn’t like free food I would delete this app immediately. 0/10 would not pay again.",Akilluxo,
1066,Never got my order and wasn’t refunded,False,2021-01-22 13:47:04,5,"I gave this app 2 stars because sometimes it’s good, other times it isn’t. I had a dasher drop off my food at someone else’s apartment and then another incident where I didn’t get my order at all. I called and stated my problem after giving the dasher a bad review, just to be told that the dasher indeed left my food outside my door like I asked, opened my front door one more time and doing so walked around my apartment complex just in case the incident before happens a second time.... although, nothing was there or anywhere for that matter. I then told them it isn’t anywhere and they told me I’d be refunded, that was two weeks ago and still nothing.. I’m never one to complain, but if I didn’t get my sons nor my meal that day then I should at least have my money back... not good at all.",cdenay,
1067,No Thanks,False,2018-02-25 18:06:02,1,"I’ve used his app twice and the first time, i had no real issues. The second time, however, was a nightmare.  I ordered food from a restaurant less than 2 miles away.  After placing my order, i periodically tracked where the driver was (via the app) because let’s be honest, i was hungry.  I noticed the driver was never near the restaurant....he was always at least 20 mins north of the restaurant.  No big deal, you say? Well 1.5 hours later and that driver was never once in the vicinity of the restaurant.  I reached out to a customer representative via the app and after waiting on hold for about 15 minutes, the representative stated that he’d have the driver call me. So now, over 1.5 hours later, the driver called me and said the restaurant ran out of one of the dishes i ordered.  OVER ONE AND A HALF HOURS LATER!!! Needless to say i never got my food and when i spoke again to a representative his response was, “would you like me credit your account since you didn’t get your order?”  Uh ya, that would be nice of you... 🤦🏻‍♀️🤦🏻‍♀️  Use a different delivery app. The service fee but might be higher but at least you’ll get your food.",MLoree,
1068,"Good concept, but some issues",False,2022-04-25 02:25:36,3,"Ive had this app for a little over a year now. Its a great app to use, but there are some issues I’ve ran into, when I went into this one fast food place I placed my order once, but then randomly it was cancelled. So i checked to see what the problem was and it said the restaurant was closed, it didn’t say that before I ordered it. Then i placed another order not even 5 minutes later. I waited for at least 35 minutes for the driver and then it said my ordered got canceled again. I did the same thing i did last order and went to look at the restaurant and it say “This Store is Unavailable” and it didn’t say it when i ordered it. Which maybe this could be my fault for not checking again, but it should say that it isn’t available before you even order/ even try to place the order. So now i have to wait 5-7 days for $50 basically gone down the drain with no food delivered.",gcugyvguuv,
1069,AWFUL,False,2022-01-22 02:12:03,1,"CUSTOMER SERVICE WAS AWFUL
my friends and I spent over 300 dollars on chick fil after this horrible experience with  the door dash man when the food was not edible and the customer service lady was so rude and would NOT give us a refund and then left the chat when we asked for a refund. SO BAD !!!
This is what happened - 
okay so my friends and I decided to get door dash because we are staying at a hotel in d.c. and had a long day. We ordered chick fil a on door dash for all five of us and it was 125 dollars and then they randomly canceled it. so my friend right now is trying to figure it out. AND THEN we tried ordering again and the guy shows up an hour late at the hotel and the bag is completely ripped and puts it in our hands and just says “sorry about the bag.” THE FOOD WAS WET, DIRTY, and there was a random plastic bah laying on top of everything, everything was cold soggy and the man unprofessionally just left. We tried contacting Hassan and he didn’t even respond back and blocked us. It was extremely unprofessional we wasted so much money and the customer service was horrendous. AWFUL",hannahh bakerr,
1070,DOOR DASH,False,2021-11-28 19:19:37,2,"Compared to all the delivery apps DoorDash is the best of all of them.  Unfortunately that is where DoorDash quality or standard of expectations end.  DoorDash provides terrible service and does not a vast selection quality restaurant partners.  If you are fat and want to stay fat there is plenty of selection to keep you fat with tons of fast food options like McDonalds and Popeyes and Five guys.  However, if you would like to eat healthy and live longer than there are virtually no options for those type of restaurants.  Between DoorDash having below average service standards and far below average restaurant partners and they have average prices compared to other apps.  Really high service fees.  Considering DoorDash charges fees to their partners and than turns around and charges high fees to customers is dirty business.  The only plus is the app is really good compared to other apps.  Make no mistake DOORDASH does not need or care about your business.  They trust your fat lazy self will use them regardless of how bad they treat you.",JOE H 79,
1071,Too costly,False,2021-10-26 04:35:43,3,"Apparently if DoorDash messes up your order too many times, that’s too bad. I’m not the person to complain, so my only times reporting it was when I was missing items that I had already overpaid for due to the ever increasing prices. My last meal I ordered, my drink was missing, I was unable to speak with the dasher because I was not notified of drop off and no knock or doorbell rang. My message from DoorDash was “Thank you for submitting your issue. Unfortunately, we
are unable to provide any compensation for this order
due to the amount of recently processed
compensation on your account(s).” I honestly don’t remember the last time I had an issue and think it’s only happened less than a handful of times and the option of customer service didn’t seem to work.  This was honestly the last straw of my increasing frustrations with less and less “deals”, increasing delivery and other fees,canceled orders, late orders, and missing items.",LCDude10,
1072,Glitch that has been here for years needs to be fixed,False,2021-08-16 08:17:09,4,"Love this app but it has a glitch/bug that has been present for the last 3 years that never is fixed & is super annoying. 

When you’re scrolling down the list of restaurants available everything’s fine, but after a small amount of scrolling the app reloads everything & sends you about 30 restaurants down the list. You then have to scroll all the way back up trying to remember the last place you saw so you don’t miss anything. This is not at all a big deal at first but once it’s been going on without fail for years it gets to the point it’s not okay. It doesn’t matter what new update they put out, it’s never fixed. Maybe it’s somehow just my personal iPhone but it has no issues with any other apps so it makes me think it really is an issue with DD.  I hope they fix it",givebackchronologicalorder,
1073,I wish I could give them zero stars,False,2021-05-02 20:20:43,1,I ordered something for almost $70 & it was never delivered & they won’t give me a refund. After trying to get a hold of a manager for like a week because none of the service reps would connect me to a manger they would just exit the service chats and say a manager would call with in 24 hours & no one would call I have to have my credit card dispute the charge. I cannot believe they expect me to pay for food I never received! I’m so mad I’ve been doordashing every day for months because of the pandemic & I’ve spent so much money on doordash for them to take my money! I will never spend another penny on doordash I rather spend more on Ubereats than give more to a company that is okay with taking money from there customer without giving what was paid for! Doordash needs to stop hiring anyone who has an I’d & social because so many of the employees are completely rude & not trained & don’t care about anything but making money! I never have any of these problems with Uber eats !! They never mess up or have rude service!!,laurenn jamesonn,
1074,Customer Service is USELESS,False,2020-08-09 04:45:57,2,"The dashers are wonderful (sometimes), but if you have any type of problem with the service or your food, it’s useless to contact customer service. I’ve had to contact them twice due to the app sending the dasher to the wrong address, which wouldn’t be a problem, if it happened once or twice. It’s happened on just about every dash I’ve had delivered. Customer service was rude, impatient, and unhelpful in fixing that issue for the dasher, and myself. The second time I tried contacting CS, the CS worker didn’t answer any questions and dodged the topic. The dasher accepted my order but was an hour away while the app estimated a 30-40 minute delivery time. Then the kitchen took another 30 minutes because the dasher had gone to a different location than I ordered from but wouldn’t answer messages or phone calls. It took 2 1/2 hours for my food to be delivered due to the dasher being taken to the wrong address on top of being far from the restaurant and going to the wrong location. 
Get it together please.",miabobeea,
1075,The worst delivery service,False,2020-10-03 00:57:07,1,"Never in my life have I had such an awful time using an app or any service for that matter. Almost every single order that I’m made has ended in a variety of awful results. They delivery to the wrong CITY, they leave it at another apartment complex, they miss half the order, etc. The drivers are almost all completely incompetent and the support team never will accept responsibility for their mistakes. They always try to blame the customer for providing the wrong address, I use the exact same address typed the exact same way on Dominos and I have NEVER had a problem with it. The absolute absurdity of this company is baffling.

I also work in a restaurant and have been on the side of a partnered restaurant. The drivers constantly take the order to the wrong place and never try to fix their mistakes and we as a restaurant have to try to fix it with the customer. I don’t understand how shifting blame at all times is a legitimate business strategy but I guess I’m not the owner of a billion dollar company soooo yeah...

TLDR. Company bad, don’t download the app unless you enjoy having aneurysms.",Jaycol94,
1076,Started off great but has been a letdown,False,2019-11-21 23:56:07,2,"I’ve used Doordash for awhile now. My orders used to go through perfectly and the dashers are usually great, professional.
Now the app isn’t working as well. Now I’m paying for items that aren’t delivered. They’re listed on the app, but not the physical receipt. The store never saw the item, the dasher didn’t know it was supposed to be there.
Today I got someone else’s food. The dasher held the food through the door without a word. Didn’t confirm whether the order was right. When I went to call my dasher the order was already complete, so he couldn’t help. I go to the help option on the app and it’s confusing. The dd staff person that called me was helpful, but kept speaking over me and it was very frustrating. He offered a dd credit or a full refund, but I’m nervous to use the app, so I didn’t want the credit. Doordash refunded my money, but I never got what I ordered.
Maybe I’ll try the app again sometime, but I’d rather keep my money right now. So sometimes it’s a good experience and sometimes it’s not; use with caution.",hillhunt,
1077,The WORST app in the world...,False,2019-11-25 16:33:16,1,"I have had problems with *literally* every single order I have had on DoorDash, and this is not an exaggeration at all. After about the 25th incorrect order and subsequent hellish (lack of) customer service, I felt like I had to contact the Better Business Bureau and a lawyer for the emotional damage this app has caused. I realized I was insane to keep giving DoorDash chance after chance to get just ONE ORDER correct, and I have FINALLY deleted this app from my phone. I feel a thousand pounds lighter. From orders arriving hours late, missing whole meals, canceled orders with no explanation, incorrectly made items, and app issues resulting in the driver location showing up as being in the restaurant, picking up the order, and then disappearing to a military base miles and miles away (only to find out the Dasher had never even left his house!) this app is truly the stuff of nightmares. Never downloading this app again just based on principle. I have lost so much money and their stock messaging of “I’m sorry to hear about this issue” is too little, too late. I wish I could give this app zero stars.",SabirahG,
1078,If I could give zero stars I would.,False,2019-11-07 17:31:07,1,"I ordered food like usual. A few minutes later, I get a call from the restaurant, they are out of what I ordered. Ok, can they switch it out for something they still have? No. They tell me I’m going to have to cancel my order. So like an idiot, I take their advice to cancel the order so I can reorder something in stock. I click through the cancellation process, because I’m trying to focus on reordering. I guess the restaurant said that they started the order, which, how could they, the item was not in stock. But DoorDash only refunded me the dasher fee and tips, on an order which obviously hadn’t been started, because they didn’t have the item in stock to start on, and they were the ones who told me to cancel and reorder. 
Will never use DoorDash again, what awful customer service, I tried to get in touch with customer support and I got back a two line email about the fact that the restaurant had started the order already and they they can only refund me the dasher fee and tips. Unbelievable, all attempts at contacting them again have been ignored. Really unbelievable.",Lord_Kronos546,
1079,Never ordering from DoorDash again,False,2019-11-02 20:11:29,1,"Last night I made an order for Chili’s at around 630pm.  The wait time was about 45 minutes. About 30 minutes goes by and I get a call asking if I did the order. All is going good until 2 hours passes and nothing, no food, no calls from DoorDash.  So I call DoorDash and they picked up relatively quickly, they told me they would get a hold of the driver and call me back. They never called back. I checked the app and it said my order was delivered to me.  I try calling back and it tells me there’s a wait time of over 30 minutes! I wait the whole time until it hangs up on me. So after being fed up I go to chili’s and they tell me the driver picked up my order. They also said DoorDash is notorious for having drivers that steal food. So I end up getting my order at chili’s and paying again.  I highly advise anyone to not use DoorDash because customer service is a joke, none of them obviously don’t speak English as their first language and the drivers can’t be trusted! There needs to be a way to track the driver incase these things happen.  Thankfully I got my refund.",Blahjaha,
